1631568522.76976,1265
1631568602.43036,1245
1631568722.20979,1201
1631568841.65899,1250
1631568962.41879,1208
1631569081.84026,1210
1631569201.6921,1205
1631569322.39736,1224
1631569441.74135,1223
1631569561.81922,1209
1631569682.19378,1192
1631569801.94619,1215
1631569922.24233,1229
1631570042.068,1249
1631570162.44244,1236
1631570282.09065,1273
1631570401.90618,1263
1631570522.15268,1250
1631570642.53004,1253
1631570761.64733,1247
1631570881.97987,1284
1631571001.69406,1299
1631571122.02288,1274
1631571242.31475,1278
1631571362.60359,1265
1631571482.2644,1261
1631571601.64622,1236
1631571721.67507,1235
1631571842.34054,1218
1631571961.68021,1233
1631572082.26443,1234
1631572202.04008,1212
1631572321.68423,1200
1631572442.33598,1193
1631572561.70592,1219
1631572681.67494,1201
1631572801.99274,1213
1631572922.35937,1185
1631573042.41331,1174
1631573162.44494,1169
1631573282.0779,1159
1631573401.64399,1146
1631573522.54383,1144
1631573642.36205,1140
1631573762.01281,1137
1631573882.34876,1115
1631574002.55812,1113
1631574121.86845,1100
1631574242.11974,1082
1631574361.69807,1070
1631574482.28917,1069
1631574601.96556,1071
1631574721.9763,1073
1631574842.18625,1067
1631574961.87141,1060
1631575082.19323,1060
1631575201.79487,1052
1631575321.74972,1053
1631575442.16984,1048
1631575562.4903,1045
1631575682.38832,1025
1631575801.92052,1021
1631575922.12473,1013
1631576042.45671,1010
1631576162.09425,998
1631576281.8043,996
1631576402.36391,1001
1631576521.93288,997
1631576642.38817,997
1631576761.92868,1000
1631576882.44624,996
1631577001.9455,989
1631577122.613,995
1631577242.37078,1002
1631577361.65504,993
1631577482.20342,1006
1631649602.45046,1076
1631649902.35913,1075
1631650202.4585,1082
1631650501.84034,1089
1631650801.99103,1094
1631651101.97689,1104
1631651401.83508,1091
1631651701.74014,1096
1631652001.68635,1151
1631652302.34101,1136
1631652602.18452,1232
1631652902.00743,1267
1631653202.61608,1236
1631653502.21454,1197
1631653802.07961,1199
1631654101.65848,1196
1631654402.52056,1199
1631654701.69822,1247
1631655002.31149,1270
1631655302.04819,1246
1631655602.01341,1258
1631655901.95565,1227
1631656201.70315,1251
1631656502.019,1267
1631656801.71348,1242
1631657102.60611,1256
1631657402.28006,1336
1631657701.99685,1315
1631658001.95698,1279
1631658302.58637,1254
1631658602.43327,1286
1631658901.75143,1265
1631659201.73035,1229
1631659502.35207,1224
1631659801.86145,1155
1631660101.79206,1173
1631660402.19001,1139
1631660702.31637,1127
1631661002.18425,1103
1631661302.08919,1074
1631661601.73142,1061
1631661902.62486,1059
1631662201.65499,1049
1631662502.22679,1026
1631662801.83293,1011
1631663101.80122,1004
1631663402.42068,999
1631663702.02979,1000
